name of company,college name,region,year,Salary
SAP,PUNE INSTITUTE OF COMPUTER TECHNOLOGY,PUNE,2015,802074
SELEC,ARMY INSTITUTE OF TECHNOLOGY,PUNE,2016,41573
MEDIA.NET,VISHWAKARMA INSTITUTE OF TECHNOLOGY,PUNE,2016,574906
MICROSOFT,RAMRAO ADIK INSTITUTE OF TECHNOLOGY,NAVI MUMBAI,2018,426310
GEOMETRIC,COLLEGE OF ENGINEERING PUNE,PUNE,2018,445320
CROMPTON GREAVES,MIT COLLEGE OF ENGINEERING,PUNE,2017,256741
CMS IT SERVICES,INDIRA COLLEGE OF ENGINEERING AND MANAGEMENT,PUNE,2014,429906
CYBAGE SOFTWARE,VISHWAKARMA INSTITUTE OF TECHNOLOGY,PUNE,2018,592676
ACCENTURE,ALAMURI RATNAMALA INSTITUTE OF ENGINEERING & TECHNOLOGY,THANE,2015,299512
CIMPRESS,PUNE INSTITUTE OF COMPUTER TECHNOLOGY,PUNE,2014,883742
ZENSAR TECHNOLOGIES,PUNE INSTITUTE OF COMPUTER TECHNOLOGY,PUNE,2015,1111007
XL DYNAMICS,ALAMURI RATNAMALA INSTITUTE OF ENGINEERING & TECHNOLOGY,THANE,2018,670685
MU SIGMA,PILLAI HOC COLLEGE OF ENGINEERING AND TECHNOLOGY,NAVI MUMBAI,2016,709027
GE,COLLEGE OF ENGINEERING PUNE,PUNE,2014,511436
WISDMLABS,PUNE INSTITUTE OF COMPUTER TECHNOLOGY,PUNE,2014,461666
KPIT TECHNOLOGIES,ALAMURI RATNAMALA INSTITUTE OF ENGINEERING & TECHNOLOGY,THANE,2014,812857
NUCSOFT,INDIRA COLLEGE OF ENGINEERING AND MANAGEMENT,PUNE,2015,30642
EDELWEISS FINANCIAL SERVICES,ARMY INSTITUTE OF TECHNOLOGY,PUNE,2015,943042
GOOGLE,INDIRA COLLEGE OF ENGINEERING AND MANAGEMENT,PUNE,2015,54735
IGATE,ARMY INSTITUTE OF TECHNOLOGY,PUNE,2016,29886
PROTEGRITY,INDIRA COLLEGE OF ENGINEERING AND MANAGEMENT,PUNE,2016,1149001
INFOGAIN,COLLEGE OF ENGINEERING PUNE,PUNE,2018,229846
QUINNOX,K. J. SOMAIYA COLLEGE OF ENGINEERING,MUMBAI,2016,795774
HCL TECHNOLOGIES,K. J. SOMAIYA COLLEGE OF ENGINEERING,MUMBAI,2014,883762
XL DYNAMICS,"TRINITY COLLEGE OF ENGINEERING AND RESEARCH,PUNE",PUNE,2016,693439
DIRECTI,LOKMANYA TILAK COLLEGE OF ENGINEERING,NAVI MUMBAI,2014,1702916
NEWGEN SOFTWARE,THAKUR COLLEGE OF ENGINEERING AND TECHNOLOGY,MUMBAI,2015,707316
BOOKMYSHOW,THAKUR COLLEGE OF ENGINEERING AND TECHNOLOGY,MUMBAI,2017,363632
MILES SOFTWARE,RAMRAO ADIK INSTITUTE OF TECHNOLOGY,NAVI MUMBAI,2014,339631
SCHNEIDER ELECTRIC,VISHWAKARMA INSTITUTE OF TECHNOLOGY,PUNE,2016,455161
CAPGEMINI,MIT COLLEGE OF ENGINEERING,PUNE,2014,388418
ATOS,PUNE INSTITUTE OF COMPUTER TECHNOLOGY,PUNE,2018,710194
BHARAT PETROLEUM,"TRINITY COLLEGE OF ENGINEERING AND RESEARCH,PUNE",PUNE,2015,392968
INFOGAIN,BHARATI VIDYAPEETH COLLEGE OF ENGINEERING,PUNE,2018,230905
MORGAN STANLEY,COLLEGE OF ENGINEERING PUNE,PUNE,2018,515321
SIEMENS,COLLEGE OF ENGINEERING PUNE,PUNE,2016,501416
WISDMLABS,INDIRA COLLEGE OF ENGINEERING AND MANAGEMENT,PUNE,2017,1685005
ADOBE,RAMRAO ADIK INSTITUTE OF TECHNOLOGY,NAVI MUMBAI,2017,112528
XORIANT,ARMY INSTITUTE OF TECHNOLOGY,PUNE,2017,439829
ACCENTURE,THAKUR COLLEGE OF ENGINEERING AND TECHNOLOGY,MUMBAI,2016,664624
BHARAT PETROLEUM,"TRINITY COLLEGE OF ENGINEERING AND RESEARCH,PUNE",PUNE,2015,385946
NSEIT,COLLEGE OF ENGINEERING PUNE,PUNE,2018,58812
ATOS,ALAMURI RATNAMALA INSTITUTE OF ENGINEERING & TECHNOLOGY,THANE,2018,25600
CIMPRESS,K. J. SOMAIYA COLLEGE OF ENGINEERING,MUMBAI,2018,1348137
INFOGAIN,XAVIER INSTITUTE OF ENGINEERING,MUMBAI,2016,225901
TATA,DWARKADAS J. SANGHVI COLLEGE OF ENGINEERING,MUMBAI,2018,94325
CRMNEXT,COLLEGE OF ENGINEERING PUNE,PUNE,2018,26452
YAHOO,PILLAI HOC COLLEGE OF ENGINEERING AND TECHNOLOGY,NAVI MUMBAI,2014,386035
NVIDIA,"SHREE RAMCHANDRA COLLEGE OF ENGINEERING,PUNE",PUNE,2018,253050
QUANTIPHI,PILLAI COLLEGE OF ENGINEERING,NAVI MUMBAI,2017,903228
WISDMLABS,"TRINITY COLLEGE OF ENGINEERING AND RESEARCH,PUNE",PUNE,2017,467626
NEWGEN,THAKUR COLLEGE OF ENGINEERING AND TECHNOLOGY,MUMBAI,2018,11083
NEOSOFT,THAKUR COLLEGE OF ENGINEERING AND TECHNOLOGY,MUMBAI,2014,496218
MEDIA.NET,VISHWAKARMA INSTITUTE OF TECHNOLOGY,PUNE,2016,565618
NEOSOFT,LOKMANYA TILAK COLLEGE OF ENGINEERING,NAVI MUMBAI,2017,508278
XL DYNAMICS,COLLEGE OF ENGINEERING PUNE,PUNE,2015,688666
PROTEGRITY,ARMY INSTITUTE OF TECHNOLOGY,PUNE,2016,53683
XORIANT,DWARKADAS J. SANGHVI COLLEGE OF ENGINEERING,MUMBAI,2016,662965
TIBCO SOFTWARE,SMT. INDIRA GANDHI COLLEGE OF ENGINEERING,NAVI MUMBAI,2018,1260431
MPHASIS,PUNE INSTITUTE OF COMPUTER TECHNOLOGY,PUNE,2015,494365
CAPGEMINI,DWARKADAS J. SANGHVI COLLEGE OF ENGINEERING,MUMBAI,2018,390727
YAHOO,PILLAI HOC COLLEGE OF ENGINEERING AND TECHNOLOGY,NAVI MUMBAI,2014,385040
GOOGLE,SMT. INDIRA GANDHI COLLEGE OF ENGINEERING,NAVI MUMBAI,2014,44676
CAPGEMINI,ARMY INSTITUTE OF TECHNOLOGY,PUNE,2017,381540
LIONBRIDGE,DHOLE PATIL COLLEGE OF ENGINEERING PUNE,PUNE,2018,44037
SABA SOFTWARE,THAKUR COLLEGE OF ENGINEERING AND TECHNOLOGY,MUMBAI,2018,709027
THIRDWARE SOLUTION,LOKMANYA TILAK COLLEGE OF ENGINEERING,NAVI MUMBAI,2015,430881
GOOGLE,DHOLE PATIL COLLEGE OF ENGINEERING PUNE,PUNE,2014,54112
HDFC,VEERMATA JIJABAI TECHNOLOGICAL INSTITUTE,MUMBAI,2015,522974
SIEMENS,DHOLE PATIL COLLEGE OF ENGINEERING PUNE,PUNE,2018,493062
KPIT TECHNOLOGIES,ARMY INSTITUTE OF TECHNOLOGY,PUNE,2014,787987
TATA CONSULTANCY SERVICES,PILLAI COLLEGE OF ENGINEERING,NAVI MUMBAI,2017,363632
GEP,ARMY INSTITUTE OF TECHNOLOGY,PUNE,2016,749760
MU SIGMA,PILLAI HOC COLLEGE OF ENGINEERING AND TECHNOLOGY,NAVI MUMBAI,2018,345454
MEDIA.NET,DHOLE PATIL COLLEGE OF ENGINEERING PUNE,PUNE,2014,1394767
HEXAWARE TECHNOLOGIES,ALAMURI RATNAMALA INSTITUTE OF ENGINEERING & TECHNOLOGY,THANE,2018,31031
TATA,THAKUR COLLEGE OF ENGINEERING AND TECHNOLOGY,MUMBAI,2014,97070
NSEIT,PILLAI HOC COLLEGE OF ENGINEERING AND TECHNOLOGY,NAVI MUMBAI,2014,50000
RAJA SOFTWARE LABS,ALAMURI RATNAMALA INSTITUTE OF ENGINEERING & TECHNOLOGY,THANE,2016,443991
AMDOCS,"SHREE RAMCHANDRA COLLEGE OF ENGINEERING,PUNE",PUNE,2018,758334
BNP PARIBAS,DWARKADAS J. SANGHVI COLLEGE OF ENGINEERING,MUMBAI,2014,54152
AMDOCS,THAKUR COLLEGE OF ENGINEERING AND TECHNOLOGY,MUMBAI,2014,753411
INDUS VALLEY PARTNERS,PILLAI HOC COLLEGE OF ENGINEERING AND TECHNOLOGY,NAVI MUMBAI,2018,30105
MEDIA.NET,VISHWAKARMA INSTITUTE OF TECHNOLOGY,PUNE,2014,1387056
INFOSYS,ARMY INSTITUTE OF TECHNOLOGY,PUNE,2014,470498
ATOS,ARMY INSTITUTE OF TECHNOLOGY,PUNE,2014,26184
CREDIT SUISSE,DWARKADAS J. SANGHVI COLLEGE OF ENGINEERING,MUMBAI,2016,306697
TATA COMMUNICATIONS,PUNE INSTITUTE OF COMPUTER TECHNOLOGY,PUNE,2014,367515
CAPGEMINI,THAKUR COLLEGE OF ENGINEERING AND TECHNOLOGY,MUMBAI,2014,385833
YAHOO,PUNE INSTITUTE OF COMPUTER TECHNOLOGY,PUNE,2018,374799
KPIT TECHNOLOGIES,VEERMATA JIJABAI TECHNOLOGICAL INSTITUTE,MUMBAI,2017,778173
QUANTIPHI,COLLEGE OF ENGINEERING PUNE,PUNE,2017,892379
NUCSOFT,DWARKADAS J. SANGHVI COLLEGE OF ENGINEERING,MUMBAI,2017,231265
KPIT TECHNOLOGIES,PUNE INSTITUTE OF COMPUTER TECHNOLOGY,PUNE,2014,815744
TIBCO SOFTWARE,MIT COLLEGE OF ENGINEERING,PUNE,2017,588122
TATA,XAVIER INSTITUTE OF ENGINEERING,MUMBAI,2017,98104
PROTEGRITY,ALAMURI RATNAMALA INSTITUTE OF ENGINEERING & TECHNOLOGY,THANE,2015,52629
UGAM,VISHWAKARMA INSTITUTE OF TECHNOLOGY,PUNE,2017,785327
TCS,INDIRA COLLEGE OF ENGINEERING AND MANAGEMENT,PUNE,2018,363745
ATOS,LOKMANYA TILAK COLLEGE OF ENGINEERING,NAVI MUMBAI,2018,26058
MEDIA.NET,COLLEGE OF ENGINEERING PUNE,PUNE,2014,579872
MILES SOFTWARE,PILLAI HOC COLLEGE OF ENGINEERING AND TECHNOLOGY,NAVI MUMBAI,2017,644772
CAPITA,"DR. D. Y. PATIL VIDYAPEETH, PUNE",PUNE,2014,579967
QAD,LOKMANYA TILAK COLLEGE OF ENGINEERING,NAVI MUMBAI,2018,886642
ACCENTURE,MIT COLLEGE OF ENGINEERING,PUNE,2016,306066
CLOVER INFOTECH,SMT. INDIRA GANDHI COLLEGE OF ENGINEERING,NAVI MUMBAI,2014,17002
XORIANT,VEERMATA JIJABAI TECHNOLOGICAL INSTITUTE,MUMBAI,2014,660708
ECLINICALWORKS,SMT. INDIRA GANDHI COLLEGE OF ENGINEERING,NAVI MUMBAI,2017,348870
ACCENTURE,PILLAI HOC COLLEGE OF ENGINEERING AND TECHNOLOGY,NAVI MUMBAI,2017,677825
VERIZON,THADOMAL SHAHANI ENGINEERING COLLEGE,MUMBAI,2018,554151
DIRECTI,BHARATI VIDYAPEETH COLLEGE OF ENGINEERING,PUNE,2016,1614151
ADOBE,VISHWAKARMA INSTITUTE OF TECHNOLOGY,PUNE,2018,109146
ECLINICALWORKS,ALAMURI RATNAMALA INSTITUTE OF ENGINEERING & TECHNOLOGY,THANE,2018,597715
AMAZON,"TRINITY COLLEGE OF ENGINEERING AND RESEARCH,PUNE",PUNE,2018,20793
MEDIA.NET,"SHREE RAMCHANDRA COLLEGE OF ENGINEERING,PUNE",PUNE,2014,559619
QAD,"DR. D. Y. PATIL VIDYAPEETH, PUNE",PUNE,2014,879361
TIBCO SOFTWARE,COLLEGE OF ENGINEERING PUNE,PUNE,2016,1268471
ORACLE,THADOMAL SHAHANI ENGINEERING COLLEGE,MUMBAI,2016,474760
NEWGEN,THAKUR COLLEGE OF ENGINEERING AND TECHNOLOGY,MUMBAI,2018,11241
TCS,DWARKADAS J. SANGHVI COLLEGE OF ENGINEERING,MUMBAI,2018,42663
TCS,LOKMANYA TILAK COLLEGE OF ENGINEERING,NAVI MUMBAI,2015,41618
MORGAN STANLEY,VISHWAKARMA INSTITUTE OF TECHNOLOGY,PUNE,2017,1805068
GENPACT,THAKUR COLLEGE OF ENGINEERING AND TECHNOLOGY,MUMBAI,2015,640650
GEP,ALAMURI RATNAMALA INSTITUTE OF ENGINEERING & TECHNOLOGY,THANE,2018,737786
CALSOFT,"TRINITY COLLEGE OF ENGINEERING AND RESEARCH,PUNE",PUNE,2015,16625
BANK OF AMERICA,ALAMURI RATNAMALA INSTITUTE OF ENGINEERING & TECHNOLOGY,THANE,2018,791971
ATIDAN,PILLAI HOC COLLEGE OF ENGINEERING AND TECHNOLOGY,NAVI MUMBAI,2017,962707
NEOSOFT TECHNOLOGIES,K. J. SOMAIYA COLLEGE OF ENGINEERING,MUMBAI,2018,482921
NUCSOFT,PILLAI HOC COLLEGE OF ENGINEERING AND TECHNOLOGY,NAVI MUMBAI,2018,225812
NEWGEN SOFTWARE,PILLAI HOC COLLEGE OF ENGINEERING AND TECHNOLOGY,NAVI MUMBAI,2016,695745
CIMPRESS,THADOMAL SHAHANI ENGINEERING COLLEGE,MUMBAI,2015,1383902
SELEC,ALAMURI RATNAMALA INSTITUTE OF ENGINEERING & TECHNOLOGY,THANE,2017,41015
INDUS VALLEY PARTNERS,MIT COLLEGE OF ENGINEERING,PUNE,2016,29996
JIO,ALAMURI RATNAMALA INSTITUTE OF ENGINEERING & TECHNOLOGY,THANE,2018,734589
THIRDWARE SOLUTION,VEERMATA JIJABAI TECHNOLOGICAL INSTITUTE,MUMBAI,2015,437607
XORIANT,XAVIER INSTITUTE OF ENGINEERING,MUMBAI,2015,438462
TECH MAHINDRA,K. J. SOMAIYA COLLEGE OF ENGINEERING,MUMBAI,2018,29854
BANK OF AMERICA,SMT. INDIRA GANDHI COLLEGE OF ENGINEERING,NAVI MUMBAI,2016,810646
CIMPRESS,ALAMURI RATNAMALA INSTITUTE OF ENGINEERING & TECHNOLOGY,THANE,2014,836334
TATA COMMUNICATIONS,DWARKADAS J. SANGHVI COLLEGE OF ENGINEERING,MUMBAI,2015,367229
TECH MAHINDRA,MIT COLLEGE OF ENGINEERING,PUNE,2016,471435
OSP LABS,ARMY INSTITUTE OF TECHNOLOGY,PUNE,2015,869857
SCHNEIDER ELECTRIC,XAVIER INSTITUTE OF ENGINEERING,MUMBAI,2014,110729
ORIENT TECHNOLOGIES,DWARKADAS J. SANGHVI COLLEGE OF ENGINEERING,MUMBAI,2015,26021
GODREJ INFOTECH,K. J. SOMAIYA COLLEGE OF ENGINEERING,MUMBAI,2017,379863
BHARAT PETROLEUM,SMT. INDIRA GANDHI COLLEGE OF ENGINEERING,NAVI MUMBAI,2015,376241
LIONBRIDGE,COLLEGE OF ENGINEERING PUNE,PUNE,2017,45327
ACCOLITE,DWARKADAS J. SANGHVI COLLEGE OF ENGINEERING,MUMBAI,2014,129531
THIRDWARE SOLUTION,"SHREE RAMCHANDRA COLLEGE OF ENGINEERING,PUNE",PUNE,2015,507247
YAHOO,LOKMANYA TILAK COLLEGE OF ENGINEERING,NAVI MUMBAI,2018,376823
INGRAM MICRO,LOKMANYA TILAK COLLEGE OF ENGINEERING,NAVI MUMBAI,2017,363745
AXIS BANK,BHARATI VIDYAPEETH COLLEGE OF ENGINEERING,PUNE,2017,576496
DELOITTE,PILLAI HOC COLLEGE OF ENGINEERING AND TECHNOLOGY,NAVI MUMBAI,2014,724067
MEDIA.NET,"DR. D. Y. PATIL VIDYAPEETH, PUNE",PUNE,2016,1364299
VERIZON,INDIRA COLLEGE OF ENGINEERING AND MANAGEMENT,PUNE,2014,542567
INFIBEAM,MIT COLLEGE OF ENGINEERING,PUNE,2016,182462
NUCSOFT,ARMY INSTITUTE OF TECHNOLOGY,PUNE,2018,30434
INGRAM MICRO,RAMRAO ADIK INSTITUTE OF TECHNOLOGY,NAVI MUMBAI,2018,360015
IBM INDIA,DHOLE PATIL COLLEGE OF ENGINEERING PUNE,PUNE,2018,566421
NEWGEN,RAMRAO ADIK INSTITUTE OF TECHNOLOGY,NAVI MUMBAI,2014,10968
GEP,PUNE INSTITUTE OF COMPUTER TECHNOLOGY,PUNE,2016,743718
MPHASIS,LOKMANYA TILAK COLLEGE OF ENGINEERING,NAVI MUMBAI,2016,492499
QUINNOX,COLLEGE OF ENGINEERING PUNE,PUNE,2017,785176
KPIT TECHNOLOGIES,INDIRA COLLEGE OF ENGINEERING AND MANAGEMENT,PUNE,2018,803033
CREDIT SUISSE,PUNE INSTITUTE OF COMPUTER TECHNOLOGY,PUNE,2018,299512
GE,"DR. D. Y. PATIL VIDYAPEETH, PUNE",PUNE,2016,711748
DELOITTE,PUNE INSTITUTE OF COMPUTER TECHNOLOGY,PUNE,2014,751025
NSEIT,"TRINITY COLLEGE OF ENGINEERING AND RESEARCH,PUNE",PUNE,2015,59129
OSP LABS,K. J. SOMAIYA COLLEGE OF ENGINEERING,MUMBAI,2015,850381
SYMANTEC,"SHREE RAMCHANDRA COLLEGE OF ENGINEERING,PUNE",PUNE,2014,1826400
ZYCUS,VISHWAKARMA INSTITUTE OF TECHNOLOGY,PUNE,2016,42283
QUALITYKIOSK,XAVIER INSTITUTE OF ENGINEERING,MUMBAI,2015,26573
SIEMENS,K. J. SOMAIYA COLLEGE OF ENGINEERING,MUMBAI,2017,506648
MASTEK,ALAMURI RATNAMALA INSTITUTE OF ENGINEERING & TECHNOLOGY,THANE,2015,39696
UBS,COLLEGE OF ENGINEERING PUNE,PUNE,2018,376823
THIRDWARE SOLUTION,PUNE INSTITUTE OF COMPUTER TECHNOLOGY,PUNE,2015,443452
INDUS VALLEY PARTNERS,ALAMURI RATNAMALA INSTITUTE OF ENGINEERING & TECHNOLOGY,THANE,2014,29356
MEDIA.NET,COLLEGE OF ENGINEERING PUNE,PUNE,2018,574906
INFOSYS,THADOMAL SHAHANI ENGINEERING COLLEGE,MUMBAI,2014,636009
SCHNEIDER ELECTRIC,XAVIER INSTITUTE OF ENGINEERING,MUMBAI,2015,434911
GOOGLE,PUNE INSTITUTE OF COMPUTER TECHNOLOGY,PUNE,2015,54849
TCS,VISHWAKARMA INSTITUTE OF TECHNOLOGY,PUNE,2015,363663
MILES SOFTWARE,PILLAI HOC COLLEGE OF ENGINEERING AND TECHNOLOGY,NAVI MUMBAI,2016,337414
RAJA SOFTWARE LABS,MIT COLLEGE OF ENGINEERING,PUNE,2015,454038
MAJESCO,PILLAI HOC COLLEGE OF ENGINEERING AND TECHNOLOGY,NAVI MUMBAI,2018,485992
ATOS,"SHREE RAMCHANDRA COLLEGE OF ENGINEERING,PUNE",PUNE,2014,25843
MICROSOFT,COLLEGE OF ENGINEERING PUNE,PUNE,2017,1144576
PC TECHNOLOGY,ARMY INSTITUTE OF TECHNOLOGY,PUNE,2015,17359
IDBI INTECH,PILLAI HOC COLLEGE OF ENGINEERING AND TECHNOLOGY,NAVI MUMBAI,2018,547689
IBM,THAKUR COLLEGE OF ENGINEERING AND TECHNOLOGY,MUMBAI,2016,385596
MASTEK,DWARKADAS J. SANGHVI COLLEGE OF ENGINEERING,MUMBAI,2018,305980
MICROSOFT,"TRINITY COLLEGE OF ENGINEERING AND RESEARCH,PUNE",PUNE,2015,423700
OSP LABS,"DR. D. Y. PATIL VIDYAPEETH, PUNE",PUNE,2014,838753
TCS,PILLAI COLLEGE OF ENGINEERING,NAVI MUMBAI,2017,43012
YAHOO,"TRINITY COLLEGE OF ENGINEERING AND RESEARCH,PUNE",PUNE,2017,373742
VPHRASE,SMT. INDIRA GANDHI COLLEGE OF ENGINEERING,NAVI MUMBAI,2018,399969
XORIANT,VISHWAKARMA INSTITUTE OF TECHNOLOGY,PUNE,2018,446973
DIRECTI,COLLEGE OF ENGINEERING PUNE,PUNE,2018,25600
UBS,PUNE INSTITUTE OF COMPUTER TECHNOLOGY,PUNE,2016,1853012
TOPPR.COM,VEERMATA JIJABAI TECHNOLOGICAL INSTITUTE,MUMBAI,2015,1002287
HDFC,VEERMATA JIJABAI TECHNOLOGICAL INSTITUTE,MUMBAI,2017,529730
EDELWEISS FINANCIAL SERVICES,DHOLE PATIL COLLEGE OF ENGINEERING PUNE,PUNE,2014,927035
CALSOFT,VISHWAKARMA INSTITUTE OF TECHNOLOGY,PUNE,2015,16225
XORIANT,LOKMANYA TILAK COLLEGE OF ENGINEERING,NAVI MUMBAI,2018,456110
CAPGEMINI,ARMY INSTITUTE OF TECHNOLOGY,PUNE,2017,402378
CAPITA,DHOLE PATIL COLLEGE OF ENGINEERING PUNE,PUNE,2018,579967
MASTEK,PILLAI COLLEGE OF ENGINEERING,NAVI MUMBAI,2018,38791
TECH MAHINDRA,K. J. SOMAIYA COLLEGE OF ENGINEERING,MUMBAI,2018,492096
JOHNSON CONTROLS,DWARKADAS J. SANGHVI COLLEGE OF ENGINEERING,MUMBAI,2017,786669
BHARAT PETROLEUM,SMT. INDIRA GANDHI COLLEGE OF ENGINEERING,NAVI MUMBAI,2018,382233
MPHASIS,THADOMAL SHAHANI ENGINEERING COLLEGE,MUMBAI,2016,726922
SYNTROSYS,PUNE INSTITUTE OF COMPUTER TECHNOLOGY,PUNE,2018,13010
HEXAWARE TECHNOLOGIES,DHOLE PATIL COLLEGE OF ENGINEERING PUNE,PUNE,2017,770826
SABA SOFTWARE,PUNE INSTITUTE OF COMPUTER TECHNOLOGY,PUNE,2014,725378
JOHNSON CONTROLS,DHOLE PATIL COLLEGE OF ENGINEERING PUNE,PUNE,2014,1027298
MAQ SOFTWARE,"TRINITY COLLEGE OF ENGINEERING AND RESEARCH,PUNE",PUNE,2018,1656475
TATA COMMUNICATIONS,ARMY INSTITUTE OF TECHNOLOGY,PUNE,2018,656276
VPHRASE,PUNE INSTITUTE OF COMPUTER TECHNOLOGY,PUNE,2015,402074
SAINT-GOBAIN,THADOMAL SHAHANI ENGINEERING COLLEGE,MUMBAI,2015,722043
TATA CONSULTANCY SERVICES,SMT. INDIRA GANDHI COLLEGE OF ENGINEERING,NAVI MUMBAI,2017,751740
NEOSOFT TECHNOLOGIES,SMT. INDIRA GANDHI COLLEGE OF ENGINEERING,NAVI MUMBAI,2018,470498
DIRECTI,PILLAI HOC COLLEGE OF ENGINEERING AND TECHNOLOGY,NAVI MUMBAI,2015,25789
TECH MAHINDRA,DHOLE PATIL COLLEGE OF ENGINEERING PUNE,PUNE,2015,29156
SELEC,VISHWAKARMA INSTITUTE OF TECHNOLOGY,PUNE,2017,40312
NVIDIA,MIT COLLEGE OF ENGINEERING,PUNE,2018,249593
PROTEGRITY,COLLEGE OF ENGINEERING PUNE,PUNE,2017,1167192
GEP,THAKUR COLLEGE OF ENGINEERING AND TECHNOLOGY,MUMBAI,2017,752185
GEP,ARMY INSTITUTE OF TECHNOLOGY,PUNE,2015,726758
VERIZON,XAVIER INSTITUTE OF ENGINEERING,MUMBAI,2016,547377
MILES SOFTWARE,VEERMATA JIJABAI TECHNOLOGICAL INSTITUTE,MUMBAI,2016,649183
SAINT-GOBAIN,INDIRA COLLEGE OF ENGINEERING AND MANAGEMENT,PUNE,2014,737980
INFOSYS,THADOMAL SHAHANI ENGINEERING COLLEGE,MUMBAI,2018,470498
GEOMETRIC SOFTWARE SOLUTIONS,K. J. SOMAIYA COLLEGE OF ENGINEERING,MUMBAI,2017,339863
MORGAN STANLEY,RAMRAO ADIK INSTITUTE OF TECHNOLOGY,NAVI MUMBAI,2018,1764982
SIEMENS,ARMY INSTITUTE OF TECHNOLOGY,PUNE,2015,468143
MASTEK,VEERMATA JIJABAI TECHNOLOGICAL INSTITUTE,MUMBAI,2014,39124
MORGAN STANLEY,DWARKADAS J. SANGHVI COLLEGE OF ENGINEERING,MUMBAI,2015,521553
MICROSOFT,DWARKADAS J. SANGHVI COLLEGE OF ENGINEERING,MUMBAI,2016,424956
YAHOO,"DR. D. Y. PATIL VIDYAPEETH, PUNE",PUNE,2016,376823
CYBAGE SOFTWARE,K. J. SOMAIYA COLLEGE OF ENGINEERING,MUMBAI,2018,348289
WISDMLABS,PILLAI HOC COLLEGE OF ENGINEERING AND TECHNOLOGY,NAVI MUMBAI,2015,1742030
ECLINICALWORKS,VEERMATA JIJABAI TECHNOLOGICAL INSTITUTE,MUMBAI,2016,591444
THIRDWARE SOLUTION,DWARKADAS J. SANGHVI COLLEGE OF ENGINEERING,MUMBAI,2017,482141
IGATE,DWARKADAS J. SANGHVI COLLEGE OF ENGINEERING,MUMBAI,2015,30641
MILES SOFTWARE,ARMY INSTITUTE OF TECHNOLOGY,PUNE,2016,636286
NVIDIA,PILLAI HOC COLLEGE OF ENGINEERING AND TECHNOLOGY,NAVI MUMBAI,2014,22327
ECLERX,XAVIER INSTITUTE OF ENGINEERING,MUMBAI,2016,45473
DIRECTI,"DR. D. Y. PATIL VIDYAPEETH, PUNE",PUNE,2017,1656475
WIPRO,INDIRA COLLEGE OF ENGINEERING AND MANAGEMENT,PUNE,2017,482921
JOHNSON CONTROLS,THADOMAL SHAHANI ENGINEERING COLLEGE,MUMBAI,2015,784425
AMAZON,"DR. D. Y. PATIL VIDYAPEETH, PUNE",PUNE,2014,20945
YAHOO,DWARKADAS J. SANGHVI COLLEGE OF ENGINEERING,MUMBAI,2018,374401
SYMANTEC,VISHWAKARMA INSTITUTE OF TECHNOLOGY,PUNE,2017,1796382
IBM,INDIRA COLLEGE OF ENGINEERING AND MANAGEMENT,PUNE,2016,364162
IGATE,PILLAI HOC COLLEGE OF ENGINEERING AND TECHNOLOGY,NAVI MUMBAI,2017,30595
GODREJ INFOTECH,XAVIER INSTITUTE OF ENGINEERING,MUMBAI,2016,378645
WISDMLABS,COLLEGE OF ENGINEERING PUNE,PUNE,2015,1704766
MU SIGMA,THAKUR COLLEGE OF ENGINEERING AND TECHNOLOGY,MUMBAI,2014,338781
TIBCO SOFTWARE,VISHWAKARMA INSTITUTE OF TECHNOLOGY,PUNE,2018,1274696
NUCSOFT,BHARATI VIDYAPEETH COLLEGE OF ENGINEERING,PUNE,2016,219240
NETWORK 18,PILLAI COLLEGE OF ENGINEERING,NAVI MUMBAI,2016,420423
BNP PARIBAS,PUNE INSTITUTE OF COMPUTER TECHNOLOGY,PUNE,2018,53484
MU SIGMA,DHOLE PATIL COLLEGE OF ENGINEERING PUNE,PUNE,2016,340588
CMS IT SERVICES,XAVIER INSTITUTE OF ENGINEERING,MUMBAI,2015,446407
GODREJ INFOTECH,DWARKADAS J. SANGHVI COLLEGE OF ENGINEERING,MUMBAI,2016,399942
HCL TECHNOLOGIES,ALAMURI RATNAMALA INSTITUTE OF ENGINEERING & TECHNOLOGY,THANE,2016,908918
IDBI INTECH,K. J. SOMAIYA COLLEGE OF ENGINEERING,MUMBAI,2015,548645
IDBI INTECH,VISHWAKARMA INSTITUTE OF TECHNOLOGY,PUNE,2016,375868
NEOSOFT TECHNOLOGIES,PUNE INSTITUTE OF COMPUTER TECHNOLOGY,PUNE,2014,483354
ATOS,ARMY INSTITUTE OF TECHNOLOGY,PUNE,2018,704607
NEWGEN SOFTWARE,VISHWAKARMA INSTITUTE OF TECHNOLOGY,PUNE,2015,708060
QUINNOX,BHARATI VIDYAPEETH COLLEGE OF ENGINEERING,PUNE,2017,776343
CMS IT SERVICES,THADOMAL SHAHANI ENGINEERING COLLEGE,MUMBAI,2014,432097
CMS IT SERVICES,PILLAI HOC COLLEGE OF ENGINEERING AND TECHNOLOGY,NAVI MUMBAI,2014,441972
IBM,"SHREE RAMCHANDRA COLLEGE OF ENGINEERING,PUNE",PUNE,2017,374779
QAD,PILLAI HOC COLLEGE OF ENGINEERING AND TECHNOLOGY,NAVI MUMBAI,2018,735217
